Id,SalePrice
1461,112696.05331334268
1462,159857.95850909717
1463,186596.55452550368
1464,197167.2595852831
1465,205413.4364943649
1466,170104.90034203694
1467,174932.00226059667
1468,156548.35040410724
1469,212550.84083794613
1470,114928.14169997716
1471,154726.21216313427
1472,97497.85311693634
1473,93335.62113133722
1474,146136.93263832224
1475,106291.00381142925
1476,375859.1080477189
1477,262255.57242752146
1478,312146.88048348844
1479,304274.16676264093
1480,485543.90824695176
1481,309918.47693346126
1482,204375.69975274763
1483,177038.19545405998
1484,161518.55048428153
1485,178020.498330351
1486,188280.38562192136
1487,335275.18297946383
1488,219498.69196833562
1489,203557.0496966704
1490,256507.54565839618
1491,201437.02362656852
1492,102627.77781906188
1493,185632.47570095825
1494,304761.1851041439
1495,288940.73136988736
1496,243851.0429867862
1497,175617.11344564834
1498,175742.44964861698
1499,162676.84646638684
1500,149138.1237327819
1501,195813.15148862542
1502,133401.30322158194
1503,357599.09490764595
1504,233525.10678596035
1505,224601.54479218755
1506,192341.64621897737
1507,257701.01213334108
1508,196196.22384560117
1509,154670.05345203995
1510,143655.91005502225
1511,160571.06981914287
1512,175208.03995089326
1513,150537.67321865793
1514,169854.40296467068
1515,207794.24335706138
1516,152367.31258443068
1517,183005.34393432576
1518,121355.83688980847
1519,221296.59194216793
1520,118759.43509400875
1521,134495.46182503656
1522,188233.74660395124
1523,111844.85054409728
1524,123587.66352272063
1525,116322.16999805428
1526,104041.01544917724
1527,102196.60659902237
1528,130369.67084468278
1529,160954.001685926
1530,211634.8989943381
1531,129245.05437633715
1532,92138.02881517954
1533,166609.19343018488
1534,126734.14578126048
1535,150855.530476908
1536,92883.82583271948
1537,46063.25544605269
1538,151628.0702925423
1539,206781.87253430617
1540,118706.15297633258
1541,142309.50314121015
1542,166179.52892755906
1543,188091.21284318648
1544,75053.04265822234
1545,120141.02663861384
1546,137860.16720028443
1547,136245.21895456882
1548,151055.23219276086
1549,126395.34985814244
1550,143273.08240431527
1551,104145.667362195
1552,153087.66272805323
1553,156997.15451482474
1554,113294.25506122646
1555,157688.76557187765
1556,57665.03252699168
1557,140571.43708174067
1558,107361.30364916634
1559,61176.39846597504
1560,116518.20814060682
1561,150464.51794601307
1562,131151.40841750766
1563,128579.96604402049
1564,162452.67034907642
1565,158125.1745571223
